Code,SD,Mkt Cap,Supersector,Subsector,Subsector,Google Finance Url
HSGX,0.1159106149912337,26.15,health care,industrial specialties,https://www.google.com/finance?q=NASDAQ:HSGX
TTPH,0.1162659728580217,135.81,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:TTPH
HERO,0.11899272121282078,37.38,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:HERO
NETE,0.12315283420370172,34.07,technology,edp services,https://www.google.com/finance?q=NASDAQ:NETE
CRDS,0.1251883945191725,5.05,technology,computer peripheral equipment,https://www.google.com/finance?q=NASDAQ:CRDS
GEVO,0.12582467595399122,7.92,basic industries,major chemicals,https://www.google.com/finance?q=NASDAQ:GEVO
UNAM,0.12973164809831247,61.67,finance,property-casualty insurers,https://www.google.com/finance?q=NASDAQ:UNAM
CYTX,0.13163102085600373,37.35,health care,medical/dental instruments,https://www.google.com/finance?q=NASDAQ:CYTX
AEGR,0.13851552103257866,52.46,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:AEGR
SAEX,0.14411745748078983,11.52,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:SAEX
IDXG,0.16383911949222407,5.29,miscellaneous,business services,https://www.google.com/finance?q=NASDAQ:IDXG
EBIO,0.17349926281425393,23.86,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:EBIO
TWER,0.18840874361685098,23.92,consumer services,telecommunications equipment,https://www.google.com/finance?q=NASDAQ:TWER
TISA,0.19263789051556607,34.23,technology,computer peripheral equipment,https://www.google.com/finance?q=NASDAQ:TISA
CFMS,0.2187139732424381,260.22,health care,industrial specialties,https://www.google.com/finance?q=NASDAQ:CFMS
ANAC,0.23781302934853063,4.52,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:ANAC
BBEP,0.24643776609578974,11.8,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:BBEP
WGBS,0.25473330765802166,15.84,capital goods,biotechnology: laboratory analytical instruments,https://www.google.com/finance?q=NASDAQ:WGBS
NSPH,0.26570991403183186,16.2,health care,medical/dental instruments,https://www.google.com/finance?q=NASDAQ:NSPH
BBEPP,0.3016758338109394,2.48,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:BBEPP
