Code,SD,Mkt Cap,Supersector,Subsector,Subsector,Google Finance Url
HSGX,0.15621992619823288,23.89,health care,industrial specialties,https://www.google.com/finance?q=NASDAQ:HSGX
ODP,0.15726783969000613,1.97,consumer services,other specialty stores,https://www.google.com/finance?q=NASDAQ:ODP
DDAY,0.1579029802737407,14.41,technology,"computer software: programming, data processing",https://www.google.com/finance?q=NASDAQ:DDAY
GBIM,0.16032830263023987,6.79,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:GBIM
IDXG,0.1633312871097699,4.18,miscellaneous,business services,https://www.google.com/finance?q=NASDAQ:IDXG
CRDS,0.16481221239852245,6.13,technology,computer peripheral equipment,https://www.google.com/finance?q=NASDAQ:CRDS
CNV,0.16983206473063356,2.22,consumer services,catalog/specialty distribution,https://www.google.com/finance?q=NASDAQ:CNV
PMTS,0.1772911114282916,226.47,finance,finance companies,https://www.google.com/finance?q=NASDAQ:PMTS
CFMS,0.18475555893449155,420.27,health care,industrial specialties,https://www.google.com/finance?q=NASDAQ:CFMS
EPRS,0.187715322996711,20.5,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:EPRS
RXII,0.19359423313540272,1.32,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:RXII
HEAR,0.20066175968609093,53.17,consumer durables,telecommunications equipment,https://www.google.com/finance?q=NASDAQ:HEAR
KBSF,0.20647291316838468,3.67,consumer non-durables,apparel,https://www.google.com/finance?q=NASDAQ:KBSF
LINE,0.2189682108436878,50.84,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:LINE
LNCO,0.22488406592918714,18.1,energy,oil & gas production,https://www.google.com/finance?q=NASDAQ:LNCO
ALXA,0.2508553063823391,19.79,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:ALXA
WGBS,0.2628816282521038,10.31,capital goods,biotechnology: laboratory analytical instruments,https://www.google.com/finance?q=NASDAQ:WGBS
FWM,0.27066324414928133,7.16,consumer services,food chains,https://www.google.com/finance?q=NASDAQ:FWM
CCXI,0.34656190574742674,176.28,health care,major pharmaceuticals,https://www.google.com/finance?q=NASDAQ:CCXI
CIDM,3.1529454033306568,1.21,consumer services,consumer electronics/video chains,https://www.google.com/finance?q=NASDAQ:CIDM
